,Location,Vehicle_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(kmpl),Engine(CC),Power(bhp),Price
1831,Bangalore,7,64000,Diesel,Manual,Second,5.0,CHEVROLET,17.3,1998.0,163.7,6.5
1832,Jaipur,9,82000,Petrol,Manual,Second,5.0,HYUNDAI,18.5,1197.0,80.0,2.7
1833,Mumbai,8,70000,Petrol,Manual,Second,5.0,HONDA,19.4,1198.0,86.8,2.5
1834,Hyderabad,7,166194,Diesel,Manual,First,7.0,NISSAN,19.3,1461.0,84.8,3.9
1835,Delhi,5,58000,Petrol,Manual,First,5.0,VOLKSWAGEN,16.47,1198.0,73.9,3.95
1836,Chennai,10,77000,Petrol,Manual,Second,5.0,HYUNDAI,20.36,1197.0,78.9,2.1
1837,Pune,11,73204,Diesel,Automatic,Third,4.0,CHEVROLET,18.1,1991.0,147.9,3.5
1838,Hyderabad,13,70000,Petrol,Manual,Second,5.0,HYUNDAI,19.81,1086.0,68.05,2.0
1839,Delhi,6,79870,Diesel,Manual,First,7.0,MARUTI,20.77,1248.0,88.76,5.35
1840,Delhi,7,90000,Diesel,Manual,First,5.0,HONDA,25.8,1498.0,98.6,3.8
1841,Mumbai,4,17000,Petrol,Automatic,First,5.0,MERCEDES-BENZ,15.5,1595.0,122.0,17.25
1842,Kochi,2,46493,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,5.53
1843,Pune,11,68000,Petrol,Manual,Third,5.0,HYUNDAI,20.36,1197.0,78.9,1.95
1844,Hyderabad,3,2000,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,74.0,8.2
1845,Pune,15,140000,Petrol,Manual,First,5.0,HONDA,13.0,1343.0,90.0,0.9
1847,Coimbatore,6,45535,Diesel,Automatic,First,5.0,MINI,23.8,1998.0,112.0,19.41
1848,Coimbatore,4,39228,Petrol,Manual,First,5.0,FIAT,15.7,1368.0,112.4,6.58
1849,Mumbai,9,57000,Petrol,Manual,Second,5.0,CHEVROLET,14.49,1399.0,92.7,2.1
1850,Chennai,12,85445,Petrol,Manual,Second,5.0,HYUNDAI,19.81,1086.0,68.05,2.0
1851,Delhi,5,54000,Diesel,Manual,First,5.0,HYUNDAI,24.4,1120.0,71.0,3.7
1852,Mumbai,6,53000,Petrol,Automatic,First,5.0,MARUTI,23.1,998.0,67.04,3.8
1853,Jaipur,6,60000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,3.25
1854,Coimbatore,5,65668,Diesel,Manual,First,5.0,RENAULT,19.87,1461.0,83.8,5.53
1855,Ahmedabad,9,100000,Diesel,Automatic,Second,5.0,BMW,22.69,1995.0,190.0,10.9
1856,Kolkata,2,1800,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,5.1
1857,Hyderabad,13,96000,Petrol,Manual,Second,5.0,HYUNDAI,0.0,999.0,0.0,2.2
1858,Pune,11,44200,Petrol,Manual,Second,5.0,CHEVROLET,18.0,995.0,62.0,1.6
1859,Ahmedabad,2,14000,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,11.25
1861,Delhi,8,73000,Diesel,Automatic,First,7.0,TOYOTA,11.5,2982.0,169.0,14.4
1862,Delhi,9,68000,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,3.6
1863,Jaipur,3,19543,Diesel,Automatic,First,5.0,BMW,18.12,1995.0,190.0,40.5
1864,Bangalore,6,38000,Diesel,Automatic,Second,5.0,AUDI,14.16,1968.0,174.3,38.95
1865,Delhi,6,32805,Diesel,Manual,First,5.0,MARUTI,23.2,1248.0,73.94,3.6
1866,Kochi,4,44782,Diesel,Automatic,First,5.0,VOLKSWAGEN,21.21,1498.0,103.2,7.12
1867,Kochi,4,55700,Diesel,Manual,First,5.0,HONDA,26.0,1498.0,98.6,7.52
1868,Delhi,8,60000,Diesel,Automatic,Second,5.0,AUDI,15.2,1968.0,140.8,10.35
1869,Hyderabad,6,56000,Petrol,Manual,First,5.0,SKODA,15.0,1598.0,103.52,7.0
1870,Delhi,9,60000,Diesel,Manual,First,7.0,TOYOTA,11.5,2982.0,171.0,10.85
1871,Mumbai,10,78563,Diesel,Manual,First,5.0,CHEVROLET,16.52,1991.0,123.7,2.35
1872,Mumbai,6,34669,Petrol,Manual,First,7.0,MARUTI,15.1,1196.0,73.0,2.9
1873,Delhi,3,17000,Petrol,Manual,First,5.0,MARUTI,20.73,1373.0,91.1,7.65
1874,Delhi,4,66000,Diesel,Manual,First,5.0,MARUTI,28.09,1248.0,88.5,6.4
1875,Pune,6,102418,Diesel,Manual,First,7.0,TOYOTA,12.99,2494.0,100.6,10.1
1876,Kolkata,6,48800,Petrol,Manual,First,5.0,MARUTI,19.1,1197.0,85.8,4.25
1877,Kochi,1,10601,Diesel,Automatic,First,7.0,TOYOTA,11.36,2755.0,171.5,19.65
1878,Pune,3,8200,Diesel,Manual,First,5.0,TATA,25.0,1396.0,69.0,4.4
1879,Jaipur,8,100000,Petrol,Manual,First,5.0,HYUNDAI,18.5,1197.0,82.85,3.25
1880,Pune,8,78000,Diesel,Manual,First,5.0,FORD,17.8,1399.0,68.0,2.8
1881,Kolkata,5,50000,Diesel,Manual,First,8.0,CHEVROLET,18.2,1248.0,73.74,4.3
1882,Chennai,14,89327,Diesel,Manual,Third,5.0,FORD,17.8,1399.0,68.0,1.55
1883,Chennai,13,98000,Petrol,Manual,Second,5.0,HONDA,10.8,2354.0,152.0,4.7
1884,Kochi,3,24700,Petrol,Manual,First,5.0,HONDA,18.7,1199.0,88.7,7.07
1885,Delhi,2,6000,Diesel,Automatic,First,7.0,MERCEDES-BENZ,11.0,2987.0,258.0,79.0
1886,Delhi,2,9434,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,5.75
1887,Mumbai,8,29000,Petrol,Manual,First,5.0,MARUTI,18.5,1197.0,85.8,3.25
1888,Coimbatore,3,22440,Diesel,Automatic,First,5.0,VOLKSWAGEN,22.0,1498.0,108.495,8.89
1889,Mumbai,5,73070,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,5.9
1890,Kolkata,4,21771,Petrol,Manual,First,5.0,HONDA,18.7,1199.0,88.7,4.95
1891,Delhi,6,62000,Diesel,Manual,First,5.0,MARUTI,17.8,1248.0,75.0,3.75
1892,Kochi,3,37024,Diesel,Automatic,First,5.0,HYUNDAI,17.01,1582.0,126.2,10.97
1893,Kochi,6,60336,Diesel,Automatic,Second,5.0,AUDI,14.4,2967.0,241.4,24.94
1894,Kolkata,6,26008,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,1.97
1895,Jaipur,10,90000,Diesel,Manual,Second,5.0,FORD,20.0,1399.0,68.0,1.4
1896,Coimbatore,2,35569,Petrol,Manual,First,5.0,VOLKSWAGEN,17.0,1198.0,73.75,7.27
1897,Kolkata,7,40000,Diesel,Manual,First,5.0,RENAULT,21.64,1461.0,84.8,4.0
1898,Kolkata,5,45000,Petrol,Manual,First,5.0,HONDA,18.7,1199.0,88.7,4.75
1899,Delhi,5,42000,Petrol,Manual,First,5.0,HYUNDAI,17.0,1197.0,80.0,5.1
1900,Coimbatore,8,46913,Diesel,Automatic,First,5.0,AUDI,14.94,2967.0,241.4,16.11
1901,Delhi,6,62000,Diesel,Automatic,First,7.0,MAHINDRA,11.18,2696.0,184.0,10.55
1902,Ahmedabad,3,15000,Diesel,Automatic,First,7.0,TOYOTA,12.9,2755.0,174.5,30.0
1903,Kolkata,15,69000,Diesel,Manual,First,5.0,SKODA,18.7,1896.0,66.0,1.6
1904,Hyderabad,8,41367,Diesel,Automatic,First,5.0,MERCEDES-BENZ,15.8,2148.0,170.0,18.49
1905,Kochi,2,15982,Petrol,Manual,First,5.0,MARUTI,20.73,1373.0,91.1,9.96
1906,Hyderabad,7,99595,Diesel,Manual,Second,5.0,MARUTI,22.9,1248.0,74.0,4.75
1907,Bangalore,15,63000,Diesel,Manual,Third,10.0,TOYOTA,13.1,2446.0,75.0,3.65
1908,Delhi,8,49000,Diesel,Automatic,Second,5.0,BMW,16.73,2495.0,218.0,15.5
1909,Kochi,7,48272,Diesel,Manual,First,6.0,MITSUBISHI,10.5,2835.0,116.9,11.82
1910,Delhi,12,63000,Petrol,Manual,First,5.0,TOYOTA,13.4,1794.0,125.0,2.05
1911,Ahmedabad,4,77000,Clean_Fuel,Manual,First,5.0,MARUTI,26.6,998.0,58.16,3.3
1912,Mumbai,7,11734,Petrol,Manual,First,8.0,MARUTI,16.8,796.0,34.2,2.25
1913,Kochi,6,62012,Diesel,Automatic,First,5.0,AUDI,17.68,1968.0,174.33,20.12
1914,Chennai,3,46000,Clean_Fuel,Manual,First,5.0,HYUNDAI,25.0,1197.0,81.86,4.95
1915,Coimbatore,4,45449,Diesel,Manual,First,5.0,HONDA,27.3,1498.0,98.6,7.48
1916,Mumbai,15,85000,Petrol,Automatic,Second,5.0,MERCEDES-BENZ,10.5,1796.0,157.7,5.5
1917,Jaipur,15,88000,Petrol,Manual,Second,0.0,HONDA,13.0,1493.0,100.0,1.7
1918,Kochi,7,45330,Diesel,Automatic,First,5.0,AUDI,16.55,1968.0,147.51,13.19
1919,Mumbai,8,88000,Petrol,Manual,First,5.0,MARUTI,19.1,1197.0,85.8,3.85
1920,Delhi,4,45376,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,73.75,5.75
1921,Pune,6,81000,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,9.0
1922,Kochi,8,83381,Petrol,Manual,First,5.0,CHEVROLET,18.6,1199.0,79.4,2.21
1923,Kochi,3,78526,Diesel,Manual,First,5.0,FORD,23.0,1498.0,98.96,8.09
1924,Coimbatore,3,27313,Diesel,Automatic,First,5.0,BMW,14.69,2993.0,258.0,48.63
1925,Coimbatore,5,42747,Diesel,Automatic,Second,5.0,AUDI,14.16,1968.0,174.3,39.47
1926,Coimbatore,5,42265,Diesel,Automatic,Second,5.0,BMW,20.68,1995.0,190.0,22.24
1927,Mumbai,11,21000,Petrol,Automatic,First,5.0,HYUNDAI,19.2,1197.0,80.0,2.6
1928,Ahmedabad,4,55100,Diesel,Automatic,First,5.0,HYUNDAI,17.01,1582.0,126.2,12.0
1929,Chennai,6,70000,Diesel,Automatic,First,5.0,AUDI,17.11,1968.0,174.33,18.0
1930,Mumbai,13,55000,Petrol,Automatic,Third,5.0,MERCEDES-BENZ,10.13,3498.0,364.9,9.99
1931,Kolkata,8,58235,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.45
1932,Mumbai,3,26000,Diesel,Manual,First,5.0,FORD,23.0,1498.0,98.96,8.99
1933,Kolkata,9,35000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.54,1598.0,103.6,3.15
1934,Jaipur,3,24000,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,73.75,8.2
1935,Ahmedabad,4,98000,Diesel,Manual,First,7.0,MAHINDRA,15.4,1997.0,120.0,11.5
1936,Coimbatore,4,44487,Diesel,Manual,First,5.0,HYUNDAI,22.54,1396.0,88.73,7.3
1937,Chennai,12,65000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,1.59
1938,Delhi,5,34951,Petrol,Manual,Second,5.0,HYUNDAI,20.36,1197.0,78.9,3.15
1939,Kolkata,5,52373,Diesel,Manual,Second,7.0,MAHINDRA,15.4,2179.0,120.0,8.5
1940,Hyderabad,10,66285,Diesel,Manual,First,5.0,SKODA,19.5,1199.0,75.0,3.0
1941,Mumbai,8,66000,Diesel,Automatic,First,5.0,BMW,15.3,2993.0,258.0,21.0
1942,Hyderabad,4,43000,Diesel,Manual,First,5.0,HONDA,27.3,1498.0,98.6,7.75
1943,Mumbai,7,45200,Diesel,Automatic,First,5.0,MERCEDES-BENZ,10.0,2148.0,170.0,23.0
1944,Mumbai,4,41000,Diesel,Automatic,First,7.0,MAHINDRA,16.0,2179.0,140.0,13.75
1945,Kochi,3,39430,Petrol,Automatic,First,5.0,HONDA,18.0,1497.0,117.3,8.29
1946,Coimbatore,6,83274,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,5.79
1947,Coimbatore,3,32324,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.84,2143.0,170.0,30.5
1948,Mumbai,9,49999,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,3.8
1949,Bangalore,6,66000,Diesel,Manual,First,7.0,TATA,15.3,2956.0,83.8,4.45
1950,Delhi,8,54000,Petrol,Manual,First,5.0,HYUNDAI,18.5,1197.0,82.85,3.3
1951,Jaipur,11,80000,Diesel,Manual,Second,5.0,FIAT,20.4,1248.0,91.2,1.75
1952,Bangalore,9,72000,Petrol,Automatic,Second,5.0,HONDA,12.9,1799.0,130.0,5.5
1953,Pune,3,44865,Diesel,Manual,First,5.0,HYUNDAI,19.67,1582.0,126.2,13.35
1954,Delhi,3,22000,Diesel,Automatic,Second,5.0,AUDI,20.38,1968.0,143.0,22.5
1955,Delhi,7,57478,Petrol,Manual,Second,5.0,HYUNDAI,17.0,1591.0,121.3,5.25
1956,Hyderabad,9,75000,Diesel,Manual,First,5.0,HYUNDAI,21.9,1396.0,90.0,3.75
1957,Kochi,5,50624,Diesel,Manual,First,7.0,HONDA,24.2,1498.0,98.6,6.32
1958,Bangalore,2,75000,Diesel,Automatic,First,5.0,HYUNDAI,22.32,1582.0,126.32,7.75
1959,Chennai,14,87000,Petrol,Manual,Second,5.0,FORD,15.3,1596.0,101.0,1.37
1960,Mumbai,10,62000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.1
1961,Hyderabad,4,41372,Diesel,Manual,First,5.0,MARUTI,24.3,1248.0,88.5,9.3
1962,Ahmedabad,5,70000,Diesel,Manual,First,7.0,TOYOTA,12.99,2494.0,100.6,12.0
1963,Pune,3,35000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,17.9,2143.0,136.0,23.5
1964,Hyderabad,14,71993,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,1.8
1965,Chennai,7,62000,Diesel,Automatic,Second,5.0,MERCEDES-BENZ,14.84,2143.0,170.0,12.5
1966,Delhi,5,51000,Diesel,Manual,First,5.0,MARUTI,22.9,1248.0,74.0,4.74
1967,Kochi,4,26038,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,5.43
1968,Kochi,2,37713,Diesel,Automatic,Second,7.0,TOYOTA,12.55,2982.0,168.5,31.62
1969,Kolkata,9,78088,Petrol,Manual,First,8.0,TOYOTA,12.4,1998.0,132.0,6.3
1970,Kochi,3,30453,Diesel,Manual,First,5.0,FORD,22.77,1498.0,98.59,8.45
1971,Pune,4,54000,Petrol,Manual,First,5.0,FORD,18.16,1196.0,86.8,5.0
1972,Chennai,9,190000,Diesel,Manual,First,7.0,TOYOTA,11.5,2982.0,171.0,13.0
1973,Hyderabad,8,65097,Petrol,Manual,First,5.0,MARUTI,19.1,1197.0,85.8,4.7
1974,Coimbatore,2,28060,Petrol,Automatic,First,5.0,BMW,12.05,2979.0,320.0,93.67
1976,Jaipur,11,111000,Petrol,Manual,Second,5.0,MARUTI,18.9,1061.0,67.0,1.51
1977,Kochi,7,63295,Diesel,Manual,First,5.0,RENAULT,19.01,1461.0,108.45,6.09
1978,Mumbai,5,35770,Petrol,Manual,First,5.0,MARUTI,20.73,1373.0,91.1,5.95
1979,Hyderabad,8,125928,Diesel,Manual,First,5.0,HYUNDAI,22.7,1582.0,126.24,9.0
1980,Kolkata,5,45000,Diesel,Automatic,First,5.0,SKODA,21.66,1498.0,103.52,4.25
1981,Hyderabad,7,21000,Diesel,Automatic,First,5.0,MERCEDES-BENZ,14.84,2143.0,170.0,23.5
1982,Mumbai,9,54774,Petrol,Automatic,First,5.0,HONDA,11.7,2354.0,177.6,6.35
1983,Chennai,6,41123,Petrol,Manual,First,5.0,MARUTI,23.1,998.0,67.04,3.4
1984,Bangalore,3,17465,Petrol,Automatic,First,5.0,BMW,12.05,2979.0,320.0,93.0
1985,Chennai,6,48000,Diesel,Automatic,First,5.0,BMW,22.69,1995.0,190.0,21.6
1986,Chennai,9,173000,Diesel,Manual,First,5.0,VOLKSWAGEN,20.54,1598.0,103.6,4.0
1987,Pune,2,12000,Diesel,Manual,First,5.0,MARUTI,23.4,1248.0,74.0,5.5
1988,Mumbai,8,34000,Diesel,Automatic,First,5.0,LAND,12.39,2179.0,147.51,19.25
1989,Hyderabad,8,71360,Diesel,Manual,First,5.0,HYUNDAI,21.9,1396.0,90.0,3.95
1990,Mumbai,8,74000,Diesel,Manual,Second,5.0,MARUTI,28.4,1248.0,73.75,4.25
1991,Kochi,2,28937,Diesel,Manual,First,5.0,JEEP,17.1,1956.0,170.0,17.02
1992,Hyderabad,8,82085,Diesel,Manual,First,7.0,MARUTI,20.77,1248.0,88.76,6.5
1993,Bangalore,9,68465,Petrol,Manual,First,5.0,FORD,15.6,1196.0,70.0,2.95
1994,Coimbatore,7,63854,Diesel,Manual,First,5.0,TOYOTA,21.43,1364.0,86.79,7.12
1995,Chennai,2,3000,Diesel,Automatic,First,5.0,MARUTI,24.3,1248.0,88.5,11.25
1996,Delhi,11,65055,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,2.75
1997,Hyderabad,5,120000,Diesel,Manual,First,7.0,MAHINDRA,15.4,2179.0,120.0,12.0
1998,Mumbai,6,64241,Petrol,Manual,First,5.0,HYUNDAI,20.14,1197.0,81.86,3.67
1999,Pune,15,121000,Diesel,Manual,First,5.0,MERCEDES-BENZ,15.0,2148.0,0.0,5.0
2000,Pune,12,2200,Petrol,Manual,First,5.0,MAHINDRA,15.7,1390.0,75.0,2.3
2001,Pune,12,88123,Diesel,Manual,First,5.0,SKODA,18.7,1896.0,66.0,2.2
2002,Pune,6,79000,Diesel,Automatic,First,7.0,MERCEDES-BENZ,12.0,2987.0,224.0,41.0
2003,Bangalore,4,28143,Diesel,Automatic,First,5.0,BMW,20.68,1995.0,190.0,28.5
2004,Mumbai,5,23001,Petrol,Manual,First,5.0,VOLKSWAGEN,15.04,1598.0,103.2,5.49
2005,Ahmedabad,7,82002,Diesel,Automatic,Second,5.0,AUDI,16.55,1968.0,147.51,17.5
2006,Bangalore,11,75000,Diesel,Manual,First,5.0,FORD,13.8,1399.0,68.0,1.99
2007,Kochi,4,37451,Diesel,Manual,First,5.0,HYUNDAI,22.32,1582.0,126.3,6.64
2008,Hyderabad,3,67000,Diesel,Manual,First,7.0,TOYOTA,13.68,2393.0,147.8,16.5
2009,Pune,4,25000,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,82.0,5.0
2010,Mumbai,3,12000,Petrol,Manual,First,5.0,VOLKSWAGEN,17.0,1198.0,73.75,5.4
2011,Kolkata,3,25000,Petrol,Manual,First,5.0,RENAULT,25.17,799.0,53.3,2.99
2012,Jaipur,9,95936,Petrol,Manual,First,5.0,HONDA,17.0,1497.0,118.0,4.1
2013,Kochi,2,5354,Petrol,Automatic,First,5.0,HYUNDAI,18.9,1197.0,81.86,6.76
2014,Chennai,4,42000,Petrol,Manual,Second,5.0,VOLKSWAGEN,18.78,999.0,75.0,5.5
2015,Coimbatore,6,44282,Diesel,Manual,First,5.0,MARUTI,25.2,1248.0,74.0,5.99
2016,Delhi,8,70000,Diesel,Manual,First,5.0,NISSAN,21.64,1461.0,84.8,2.59
2017,Mumbai,7,31400,Diesel,Automatic,First,5.0,JAGUAR,16.36,2179.0,187.7,26.75
2018,Pune,4,50000,Diesel,Manual,First,5.0,MARUTI,28.09,1248.0,88.5,8.5
2019,Bangalore,9,53000,Diesel,Automatic,First,5.0,AUDI,12.8,1968.0,167.6,23.0
2020,Pune,6,21727,Petrol,Manual,First,5.0,FORD,15.6,1196.0,70.02,3.35
2021,Bangalore,8,43000,Diesel,Automatic,Second,7.0,HYUNDAI,11.72,2199.0,194.3,10.75
2022,Kolkata,7,75000,Diesel,Manual,First,8.0,MAHINDRA,12.05,2179.0,120.0,6.29
2023,Bangalore,6,73557,Diesel,Manual,First,5.0,RENAULT,19.6,1461.0,108.45,7.75
2024,Delhi,8,44555,Diesel,Automatic,First,5.0,AUDI,15.2,1968.0,140.8,13.5
2025,Coimbatore,7,54885,Petrol,Manual,First,7.0,MARUTI,15.1,1196.0,73.0,3.75
2026,Mumbai,9,76000,Diesel,Manual,Second,7.0,MAHINDRA,14.0,2498.0,112.0,3.75
2027,Jaipur,14,101000,Petrol,Manual,Second,5.0,MARUTI,18.9,998.0,67.1,1.5
2028,Chennai,15,66000,Petrol,Manual,First,5.0,MARUTI,14.0,1061.0,64.0,1.45
2029,Coimbatore,7,84360,Petrol,Manual,First,5.0,MARUTI,15.5,1586.0,103.3,4.12
2030,Mumbai,4,25121,Diesel,Manual,First,7.0,TOYOTA,13.68,2393.0,147.8,17.11
2031,Pune,5,100000,Diesel,Manual,Second,7.0,TOYOTA,12.99,2494.0,100.6,10.25
2032,Kolkata,9,66035,Diesel,Manual,First,5.0,VOLKSWAGEN,22.07,1199.0,73.9,2.49
2033,Pune,5,190000,Petrol,Manual,Second,5.0,TOYOTA,16.78,1496.0,88.73,3.85
2034,Hyderabad,6,85670,Diesel,Manual,First,5.0,FORD,22.7,1498.0,89.84,6.25
2035,Hyderabad,5,35000,Diesel,Manual,First,5.0,HYUNDAI,24.0,1120.0,70.0,4.88
2036,Mumbai,4,8000,Petrol,Automatic,First,5.0,HONDA,18.0,1497.0,117.3,9.45
2037,Hyderabad,13,162000,Diesel,Manual,Second,8.0,TOYOTA,12.8,2494.0,102.0,4.8
2038,Kolkata,8,60000,Petrol,Manual,First,5.0,HYUNDAI,21.1,814.0,55.2,1.99
2039,Hyderabad,10,70600,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,2.8
2040,Bangalore,9,25000,Petrol,Automatic,Second,5.0,MERCEDES-BENZ,12.3,1796.0,185.0,22.0
2041,Hyderabad,8,75000,Diesel,Manual,First,7.0,MAHINDRA,15.96,2523.0,62.1,4.3
2042,Coimbatore,6,85071,Diesel,Automatic,First,5.0,SKODA,20.0,1968.0,138.1,9.75
2043,Ahmedabad,5,40000,Petrol,Manual,First,5.0,MARUTI,20.4,1197.0,81.8,5.9
2044,Delhi,7,67000,Diesel,Automatic,First,5.0,AUDI,16.55,1968.0,147.51,14.5
2045,Hyderabad,11,55000,Diesel,Manual,Second,5.0,FORD,17.8,1399.0,68.0,2.4
2046,Mumbai,12,62000,Petrol,Manual,Second,5.0,MARUTI,15.0,1586.0,104.68,2.11
2047,Coimbatore,3,22526,Petrol,Automatic,First,5.0,HYUNDAI,18.9,1197.0,82.0,7.6
2048,Hyderabad,8,57788,Petrol,Automatic,First,5.0,MARUTI,17.16,1197.0,85.8,3.6
2049,Jaipur,7,72000,Diesel,Manual,First,8.0,MAHINDRA,10.5,2179.0,120.0,6.0
2050,Mumbai,6,83128,Diesel,Manual,First,7.0,MAHINDRA,15.4,2179.0,120.0,7.45
2051,Chennai,9,75000,Petrol,Manual,First,5.0,MARUTI,19.7,796.0,46.3,2.1
2052,Ahmedabad,7,58000,Diesel,Manual,Second,5.0,RENAULT,19.01,1461.0,108.45,5.2
2053,Hyderabad,11,26000,Diesel,Manual,First,6.0,MAHINDRA,0.0,2498.0,0.0,6.99
2054,Mumbai,3,1000,Petrol,Manual,First,5.0,MARUTI,20.89,1197.0,81.8,6.36
2055,Kochi,5,59751,Diesel,Manual,First,7.0,TOYOTA,12.99,2494.0,100.6,11.62
2056,Kochi,5,29966,Diesel,Automatic,Second,5.0,BMW,16.77,2993.0,261.49,43.6
2057,Kolkata,11,65000,Diesel,Manual,Second,5.0,HYUNDAI,13.6,1991.0,142.0,4.9
2058,Kochi,5,75863,Diesel,Manual,First,5.0,RENAULT,19.01,1461.0,108.45,6.7
2059,Mumbai,7,54000,Clean_Fuel,Manual,First,5.0,MARUTI,33.54,998.0,67.04,3.05
2060,Bangalore,6,24000,Diesel,Automatic,First,5.0,AUDI,17.11,1968.0,174.33,25.0
2061,Coimbatore,2,33218,Diesel,Manual,First,5.0,JEEP,17.1,1956.0,170.0,19.05
2062,Kolkata,5,33425,Petrol,Manual,First,5.0,HYUNDAI,17.43,1396.0,105.5,4.5
2063,Pune,7,47000,Petrol,Manual,First,5.0,HONDA,18.0,1198.0,86.7,4.15
2064,Chennai,5,41000,Diesel,Manual,First,5.0,HYUNDAI,19.67,1582.0,126.2,11.9
2065,Delhi,9,62000,Petrol,Manual,First,5.0,HYUNDAI,19.81,1086.0,68.05,2.1
2066,Delhi,4,47035,Diesel,Manual,First,7.0,MAHINDRA,18.49,1493.0,100.0,6.95
2067,Pune,12,56230,Petrol,Manual,Second,5.0,MARUTI,17.5,1298.0,85.8,2.4
2068,Chennai,13,55000,Petrol,Manual,First,5.0,HYUNDAI,13.2,1495.0,94.0,2.65
2069,Jaipur,6,70669,Diesel,Manual,First,7.0,MAHINDRA,15.1,2179.0,140.0,9.0
2070,Pune,8,69000,Petrol,Manual,First,5.0,MARUTI,20.92,998.0,67.1,2.1
2071,Pune,9,65000,Petrol,Manual,Second,5.0,CHEVROLET,18.6,1199.0,79.4,2.5
2072,Mumbai,11,30000,Diesel,Automatic,First,5.0,AUDI,12.4,2698.0,179.5,8.95
2073,Hyderabad,3,2000,Diesel,Automatic,First,5.0,MINI,20.7,1496.0,113.98,34.0
2074,Pune,9,24255,Petrol,Manual,First,0.0,MARUTI,16.1,0.0,0.0,3.15
2075,Chennai,5,40000,Petrol,Manual,First,5.0,TATA,17.57,1193.0,88.7,4.0
2076,Kolkata,6,40000,Diesel,Manual,First,5.0,HONDA,26.0,1498.0,98.6,4.45
2077,Jaipur,10,26000,Petrol,Manual,First,5.0,CHEVROLET,18.6,1199.0,79.4,1.5
2078,Jaipur,9,105000,Diesel,Automatic,Second,5.0,AUDI,16.55,1968.0,140.0,14.5
2079,Kolkata,5,2800,Diesel,Manual,First,5.0,FORD,26.1,1498.0,99.0,8.41
2080,Mumbai,6,71000,Diesel,Automatic,Second,5.0,HYUNDAI,19.08,1582.0,126.32,5.45
2081,Mumbai,5,32896,Petrol,Automatic,First,5.0,HONDA,18.0,1497.0,117.3,8.9
2082,Hyderabad,8,45000,Petrol,Manual,First,5.0,HYUNDAI,20.36,1197.0,78.9,3.65
2083,Bangalore,5,65000,Diesel,Automatic,Second,5.0,BMW,18.56,1995.0,190.0,29.0
2084,Mumbai,7,45200,Diesel,Automatic,First,5.0,AUDI,16.55,1968.0,147.51,13.5
2085,Hyderabad,12,82167,Petrol,Automatic,First,5.0,HONDA,10.1,2354.0,152.0,5.4
2086,Coimbatore,4,37429,Petrol,Manual,First,5.0,HYUNDAI,18.9,1197.0,81.86,5.89
2087,Hyderabad,4,46000,Diesel,Manual,First,5.0,MARUTI,28.09,1248.0,88.5,8.45
2088,Delhi,9,67031,Petrol,Manual,First,5.0,HONDA,17.4,1497.0,117.3,4.0
2089,Mumbai,7,30000,Diesel,Automatic,First,4.0,BMW,9.52,2993.0,313.0,45.0
2090,Mumbai,4,47691,Petrol,Automatic,First,5.0,MARUTI,23.1,998.0,67.04,3.94
2091,Jaipur,9,32531,Diesel,Automatic,Second,5.0,RENAULT,13.73,1995.0,148.0,8.0
2092,Hyderabad,7,71336,Diesel,Manual,First,5.0,FORD,20.0,1399.0,68.0,4.1
2093,Chennai,14,196000,Diesel,Manual,First,7.0,TOYOTA,12.8,2494.0,102.0,6.25
2094,Kolkata,5,28193,Diesel,Manual,First,5.0,MARUTI,28.4,1248.0,73.75,5.25
2095,Coimbatore,1,2526,Petrol,Automatic,First,2.0,MERCEDES-BENZ,19.0,2996.0,362.07,83.96
